QueryID,Query,[Opt] Actual Count,[UnOpt] Actual Count,[Opt] Estimated Count,[UnOpt] Estimated Count,[Opt] Abs Diff,[UnOpt] Abs Diff,[Opt] Exec Time (s),[UnOpt] Exec Time (s),[Opt] CPU Time (ns),[UnOpt] CPU Time (ns),[Opt] Peak Mem (bytes),[UnOpt] Peak Mem (bytes)
15301,"select subq_0.c1 as c0 from (select ref_0.cp_catalog_page_id as c0, ref_0.cp_start_date_sk as c1, ref_0.cp_start_date_sk as c2, ref_0.cp_catalog_page_id as c3, (select inv_item_sk from main.inventory limit 1 offset 5) as c4 from main.catalog_page as ref_0 where ref_0.cp_description is not NULL limit 98) as subq_0 where subq_0.c4 is not NULL limit 15",15,15,15,15,0,0,15.227037895,16.133136558,459568878,35913948218,0,0
15406,select ref_0.d_week_seq as c0 from main.date_dim as ref_0 where ref_0.d_same_day_lq is not NULL limit 81,81,81,81,81,0,0,0.063234707,0.069102408,12994866,17588263,0,0
15429,"select subq_0.c5 as c0 from (select ref_0.ca_street_number as c0, ref_0.ca_gmt_offset as c1, ref_0.ca_suite_number as c2, ref_0.ca_zip as c3, ref_0.ca_street_number as c4, ref_0.ca_zip as c5, 77 as c6, 21 as c7, ref_0.ca_address_sk as c8 from main.customer_address as ref_0 where ref_0.ca_location_type is NULL limit 26) as subq_0 where subq_0.c7 is not NULL",26,26,26,No Estimate,0,27,0.078506223,0.086406978,29430252,34157769,0,0
15513,"select ref_0.c_email_address as c0, ref_0.c_customer_id as c1, ref_0.c_current_hdemo_sk as c2, (select cp_catalog_number from main.catalog_page limit 1 offset 5) as c3, ref_0.c_birth_month as c4, ref_0.c_last_review_date as c5, ref_0.c_salutation as c6 from main.customer as ref_0 where ref_0.c_current_hdemo_sk is NULL limit 61",61,61,61,61,0,0,0.078338386,0.168419078,24657355,55960559,0,0
15923,"select ref_0.ss_sales_price as c0, ref_0.ss_sold_time_sk as c1, ref_0.ss_promo_sk as c2, ref_0.ss_hdemo_sk as c3, ref_0.ss_net_profit as c4, ref_0.ss_net_paid as c5, ref_0.ss_net_paid_inc_tax as c6 from main.store_sales as ref_0 where ref_0.ss_store_sk is NULL limit 89",89,89,89,89,0,0,15.293608372,15.359903143,817492612,1417877753,0,0
16010,"select ref_0.cr_refunded_addr_sk as c0, ref_0.cr_returned_time_sk as c1, ref_0.cr_ship_mode_sk as c2, ref_0.cr_refunded_addr_sk as c3 from main.catalog_returns as ref_0 inner join main.catalog_returns as ref_1 on (ref_1.cr_return_quantity is not NULL) where ref_0.cr_refunded_cdemo_sk is NULL limit 61",61,61,61,61,0,0,32.31298363,267537.286150493,47614152454,25324552718626397,0,0
16082,"select case when ref_0.cd_dep_college_count is not NULL then ref_0.cd_gender else ref_0.cd_gender end as c0, ref_0.cd_purchase_estimate as c1, ref_0.cd_demo_sk as c2, ref_0.cd_gender as c3 from main.customer_demographics as ref_0 where ref_0.cd_dep_count is not NULL limit 148",148,148,148,148,0,0,0.084011305,0.092364194,23237931,24204810,0,0
16106,"select ref_0.wr_refunded_cdemo_sk as c0, ref_0.wr_net_loss as c1, case when ((ref_0.wr_returning_cdemo_sk is not NULL) or (ref_0.wr_returned_date_sk is NULL)) and (ref_0.wr_returned_date_sk is not NULL) then (select wr_refunded_cash from main.web_returns limit 1 offset 2) else (select wr_refunded_cash from main.web_returns limit 1 offset 2) end as c2, cast(coalesce(ref_0.wr_returning_cdemo_sk, ref_0.wr_return_amt_inc_tax) as INTEGER) as c3 from main.web_returns as ref_0 where ref_0.wr_refunded_addr_sk is not NULL limit 92",92,92,92,92,0,0,0.165964582,15.363869233,417772180,1756683756,0,0
16118,"select ref_0.ss_ext_sales_price as c0, ref_0.ss_store_sk as c1, ref_0.ss_sold_time_sk as c2 from main.store_sales as ref_0 where (ref_0.ss_sales_price is not NULL) or (ref_0.ss_ext_wholesale_cost is not NULL) limit 101",101,101,101,101,0,0,15.302880955,3.265556428,749518900,935960163,0,0
16259,"select ref_0.c_email_address as c0, ref_0.c_current_hdemo_sk as c1, ref_0.c_first_shipto_date_sk as c2, ref_0.c_current_cdemo_sk as c3, ref_0.c_salutation as c4 from main.customer as ref_0 where (ref_0.c_customer_sk is not NULL) and (ref_0.c_login is NULL) limit 45",45,45,45,45,0,0,0.065203085,0.080836966,13050557,21247038,0,0
16354,"select ref_0.cc_division_name as c0, ref_0.cc_division_name as c1 from main.call_center as ref_0 where 22 is not NULL limit 148",30,30,30,148,0,118,0.076238984,0.069030229,11357155,16289792,0,0
16446,"select ref_2.d_last_dom as c0, ref_2.d_quarter_name as c1, cast(nullif((select inv_warehouse_sk from main.inventory limit 1 offset 43) , 44) as INTEGER) as c2, ref_2.d_fy_year as c3 from main.date_dim as ref_0 left join main.call_center as ref_1 on (ref_1.cc_division_name is NULL) inner join main.date_dim as ref_2 on (ref_1.cc_market_manager is NULL) where 50 is NULL",0,0,0,No Estimate,0,1,0.051893668,48.090153303,1391317,69448566103,0,0
16537,"select 65 as c0, ref_0.sr_reason_sk as c1 from main.store_returns as ref_0 where (ref_0.sr_return_ship_cost is NULL) and (ref_0.sr_return_time_sk is NULL) limit 111",111,111,111,111,0,0,0.128244543,0.128646283,538883984,518760125,0,0
16792,"select ref_0.cc_street_name as c0, ref_0.cc_street_name as c1, (select ws_web_page_sk from main.web_sales limit 1 offset 4) as c2, ref_0.cc_market_manager as c3, (select sr_return_amt_inc_tax from main.store_returns limit 1 offset 2) as c4 from main.call_center as ref_0 where ref_0.cc_company_name is not NULL",30,30,30,No Estimate,0,31,0.072318104,1.422489742,13158515,12161692499,0,0
16976,"select ref_0.ss_ext_sales_price as c0, ref_0.ss_customer_sk as c1 from main.store_sales as ref_0 where ref_0.ss_hdemo_sk is not NULL limit 160",160,160,160,160,0,0,0.285560717,2.266566368,608514427,732425633,0,0
16996,"select ref_0.c_first_shipto_date_sk as c0, ref_0.c_current_addr_sk as c1, ref_0.c_first_shipto_date_sk as c2 from main.customer as ref_0 where ref_0.c_birth_year is NULL limit 47",47,47,47,47,0,0,0.075671161,0.082905595,26967099,31348027,0,0
17052,"select 9 as c0 from (select ref_0.d_fy_quarter_seq as c0, ref_0.d_week_seq as c1, ref_0.d_quarter_name as c2, ref_0.d_current_day as c3, ref_0.d_holiday as c4, ref_0.d_fy_week_seq as c5, ref_0.d_current_quarter as c6, ref_0.d_same_day_ly as c7 from main.date_dim as ref_0 where ref_0.d_date_sk is not NULL limit 39) as subq_0 where subq_0.c5 is not NULL limit 69",39,39,39,69,0,30,0.069056809,0.075204158,15981905,17687255,0,0
17152,"select ref_0.d_current_week as c0, ref_0.d_first_dom as c1, ref_0.d_date_sk as c2 from main.date_dim as ref_0 where 40 is not NULL",73049,73049,73049,No Estimate,0,73050,0.058157998,0.078979113,14375785,30351564,0,0
17321,"select ref_0.ca_city as c0, ref_0.ca_street_number as c1, ref_0.ca_suite_number as c2, ref_0.ca_county as c3 from main.customer_address as ref_0 where ref_0.ca_country is NULL limit 78",78,78,78,78,0,0,0.063305808,0.07263922,14568646,20886581,0,0
17346,"select cast(coalesce(ref_0.cs_net_paid_inc_ship, ref_0.cs_ext_tax) as INTEGER) as c0, (select ss_customer_sk from main.store_sales limit 1 offset 68) as c1 from main.catalog_sales as ref_0 where (ref_0.cs_bill_customer_sk is NULL) or (ref_0.cs_net_paid_inc_tax is not NULL) limit 87",87,87,87,87,0,0,15.194659687,69.230926297,645783889,49326766628,0,0
17444,"select ref_0.sr_cdemo_sk as c0, ref_0.sr_item_sk as c1, ref_0.sr_addr_sk as c2, ref_0.sr_refunded_cash as c3 from main.store_returns as ref_0 where ref_0.sr_return_quantity is not NULL limit 13",13,13,13,13,0,0,15.12961979,0.145494439,448740637,477629964,0,0
17594,"select ref_0.cr_item_sk as c0, ref_0.cr_call_center_sk as c1, ref_0.cr_reason_sk as c2, ref_0.cr_returning_cdemo_sk as c3, ref_0.cr_returning_customer_sk as c4, ref_0.cr_refunded_addr_sk as c5, ref_0.cr_refunded_hdemo_sk as c6, 95 as c7, ref_0.cr_refunded_cash as c8 from main.catalog_returns as ref_0 where ref_0.cr_return_quantity is not NULL limit 96",96,96,96,96,0,0,15.142796196,15.12934984,469761528,566695430,0,0
17805,"select cast(coalesce(ref_0.inv_warehouse_sk, ref_0.inv_quantity_on_hand) as INTEGER) as c0, (select inv_warehouse_sk from main.inventory limit 1 offset 4) as c1, ref_0.inv_item_sk as c2, ref_0.inv_warehouse_sk as c3 from main.inventory as ref_0 where ref_0.inv_quantity_on_hand is not NULL limit 176",176,176,176,176,0,0,15.154455344,3.313437288,613634819,37498058184,0,0
17820,select ref_0.ca_street_number as c0 from main.customer_address as ref_0 where ref_0.ca_state is not NULL limit 103,103,103,103,103,0,0,0.07289296,0.078419656,12196581,17695898,0,0
17970,"select ref_0.sr_return_quantity as c0, ref_0.sr_store_credit as c1, ref_0.sr_return_quantity as c2, ref_0.sr_customer_sk as c3, ref_0.sr_refunded_cash as c4, ref_0.sr_returned_date_sk as c5 from main.store_returns as ref_0 where ref_0.sr_store_credit is NULL limit 115",115,115,115,115,0,0,30.130893805,15.123430581,518389357,540727033,0,0
18016,"select ref_0.cr_ship_mode_sk as c0, ref_0.cr_returning_customer_sk as c1 from main.catalog_returns as ref_0 where 14 is NULL",0,0,0,No Estimate,0,1,0.027184994,0.058456833,919541,933613,0,0
18110,"select (select ca_location_type from main.customer_address limit 1 offset 3) as c0, ref_0.cp_end_date_sk as c1, ref_0.cp_catalog_page_number as c2, ref_0.cp_type as c3, ref_0.cp_description as c4, (select cc_hours from main.call_center limit 1 offset 36) as c5 from main.catalog_page as ref_0 where ref_0.cp_type is not NULL limit 132",132,132,132,132,0,0,0.069958914,0.309151017,11068411,212163986,0,0
18254,"select ref_0.cd_gender as c0, 49 as c1, ref_0.cd_demo_sk as c2, cast(coalesce(ref_0.cd_demo_sk, ref_0.cd_purchase_estimate) as INTEGER) as c3, ref_0.cd_gender as c4, ref_0.cd_marital_status as c5, ref_0.cd_demo_sk as c6, ref_0.cd_dep_count as c7, case when ref_0.cd_marital_status is NULL then ref_0.cd_education_status else ref_0.cd_education_status end as c8, ref_0.cd_gender as c9 from main.customer_demographics as ref_0 where ref_0.cd_demo_sk is not NULL limit 126",126,126,126,126,0,0,0.064524693,0.076674408,15705486,19589469,0,0
18290,"select ref_0.cr_refunded_customer_sk as c0, (select wr_web_page_sk from main.web_returns limit 1 offset 58) as c1 from main.catalog_returns as ref_0 where ref_0.cr_returning_customer_sk is not NULL limit 41",41,41,41,41,0,0,15.138029632,0.387007719,450150788,1800761962,0,0
18511,"select ref_0.ss_net_profit as c0, ref_0.ss_sales_price as c1 from main.store_sales as ref_0 where ref_0.ss_sold_time_sk is not NULL limit 121",121,121,121,121,0,0,2.259180455,15.303052452,558169359,721024736,0,0
18518,"select ref_0.cr_order_number as c0, ref_0.cr_returning_addr_sk as c1, ref_0.cr_order_number as c2, ref_0.cr_return_amount as c3, ref_0.cr_net_loss as c4, ref_0.cr_store_credit as c5, cast(nullif(ref_0.cr_refunded_cdemo_sk, 74) as INTEGER) as c6, ref_0.cr_return_amt_inc_tax as c7, ref_0.cr_refunded_customer_sk as c8, ref_0.cr_returning_cdemo_sk as c9 from main.catalog_returns as ref_0 where ref_0.cr_returning_customer_sk is NULL limit 151",151,151,151,151,0,0,1.106562226,0.131668405,505605453,564073100,0,0
18929,select ref_0.cs_ext_list_price as c0 from main.catalog_sales as ref_0 where ref_0.cs_ship_hdemo_sk is NULL limit 25,25,25,25,25,0,0,0.248987398,30.196638225,1643162302,1662511335,0,0
19041,"select ref_0.c_customer_id as c0, ref_0.c_last_review_date as c1, ref_0.c_login as c2, ref_0.c_last_name as c3, ref_0.c_salutation as c4 from main.customer as ref_0 where ref_0.c_birth_year is not NULL limit 23",23,23,23,23,0,0,0.060495386,0.073980545,13816774,18093702,0,0
19056,select ref_0.cr_reversed_charge as c0 from main.catalog_returns as ref_0 where (ref_0.cr_returned_date_sk is not NULL) and (ref_0.cr_returning_customer_sk is NULL) limit 116,116,116,116,116,0,0,0.14135794,15.126477407,527803531,531038556,0,0
19275,select case when 70 is not NULL then ref_0.ca_street_type else ref_0.ca_street_type end as c0 from main.customer_address as ref_0 where ref_0.ca_city is NULL limit 121,121,121,121,121,0,0,0.059416437,0.07082424,13238880,21613040,0,0
19384,"select cast(nullif(ref_0.sr_store_credit, ref_0.sr_fee) as INTEGER) as c0, ref_0.sr_hdemo_sk as c1, 52 as c2, ref_0.sr_return_amt_inc_tax as c3, ref_0.sr_return_amt_inc_tax as c4 from main.store_returns as ref_0 where ref_0.sr_return_time_sk is not NULL limit 181",181,181,181,181,0,0,0.128346707,15.135584547,475933845,506034718,0,0
19400,"select ref_0.cs_net_profit as c0, ref_0.cs_bill_cdemo_sk as c1, ref_0.cs_call_center_sk as c2, ref_0.cs_ext_sales_price as c3, ref_0.cs_ship_customer_sk as c4, 97 as c5, 57 as c6, ref_0.cs_ship_hdemo_sk as c7, 34 as c8, ref_0.cs_order_number as c9 from main.catalog_sales as ref_0 where ref_0.cs_ship_date_sk is not NULL limit 68",68,68,68,68,0,0,0.187621235,15.245178437,574105462,753852392,0,0
19588,"select ref_0.cd_purchase_estimate as c0, ref_0.cd_purchase_estimate as c1, ref_0.cd_dep_employed_count as c2 from main.customer_demographics as ref_0 where (ref_0.cd_marital_status is NULL) or (68 is not NULL) limit 102",102,102,102,102,0,0,0.054714971,0.066369048,10246131,16767827,0,0
19659,"select subq_0.c0 as c0, subq_0.c0 as c1, subq_0.c0 as c2, subq_0.c0 as c3, 17 as c4 from (select ref_0.cr_returning_customer_sk as c0 from main.catalog_returns as ref_0 where ref_0.cr_refunded_hdemo_sk is NULL limit 61) as subq_0 where (subq_0.c0 is NULL) and ((subq_0.c0 is NULL) or (subq_0.c0 is NULL)) limit 50",50,50,50,50,0,0,15.144693674,15.14222069,555817357,556342193,0,0
19729,"select ref_0.cr_fee as c0, ref_0.cr_return_quantity as c1, ref_0.cr_return_amt_inc_tax as c2, ref_0.cr_item_sk as c3, ref_0.cr_return_tax as c4 from main.catalog_returns as ref_0 where ref_0.cr_catalog_page_sk is not NULL limit 118",118,118,118,118,0,0,30.146583274,1.761361229,481995068,539292091,0,0
19762,"select 77 as c0, ref_0.cc_call_center_id as c1, ref_0.cc_county as c2, ref_0.cc_state as c3, ref_0.cc_gmt_offset as c4, ref_0.cc_company_name as c5, (select wr_return_amt from main.web_returns limit 1 offset 36) as c6, ref_0.cc_mkt_desc as c7, ref_0.cc_employees as c8, ref_0.cc_country as c9, ref_0.cc_mkt_id as c10, (select wr_reversed_charge from main.web_returns limit 1 offset 3) as c11, cast(nullif((select cr_returned_date_sk from main.catalog_returns limit 1 offset 1) , ref_0.cc_division) as INTEGER) as c12 from main.call_center as ref_0 where (select ca_county from main.customer_address limit 1 offset 1) is not NULL limit 170",30,30,30,170,0,140,0.121606184,15.359363898,26933635,7136134935,0,0
19873,"select ref_0.cp_description as c0, ref_0.cp_catalog_page_sk as c1, ref_0.cp_description as c2, ref_0.cp_end_date_sk as c3, ref_0.cp_catalog_number as c4, 74 as c5 from main.catalog_page as ref_0 where 77 is not NULL limit 26",26,26,26,26,0,0,0.0995427,0.070565379,15104293,17792898,0,0
19910,"select ref_0.sr_fee as c0, ref_0.sr_refunded_cash as c1, ref_0.sr_reversed_charge as c2, ref_0.sr_addr_sk as c3, ref_0.sr_return_quantity as c4, ref_0.sr_ticket_number as c5, ref_0.sr_return_ship_cost as c6, ref_0.sr_cdemo_sk as c7, ref_0.sr_return_time_sk as c8, ref_0.sr_refunded_cash as c9 from main.store_returns as ref_0 where ref_0.sr_refunded_cash is NULL limit 162",162,162,162,162,0,0,0.126698108,0.136738365,493515472,540166990,0,0
20148,"select ref_0.wr_returning_addr_sk as c0, (select d_week_seq from main.date_dim limit 1 offset 6) as c1, cast(nullif(ref_0.wr_order_number, ref_0.wr_refunded_addr_sk) as INTEGER) as c2, ref_0.wr_refunded_addr_sk as c3 from main.web_returns as ref_0 where ref_0.wr_returned_time_sk is not NULL limit 90",90,90,90,90,0,0,15.146514154,30.210571933,430910126,489583163,0,0
20244,"select ref_0.cr_returning_cdemo_sk as c0, (select inv_warehouse_sk from main.inventory limit 1 offset 1) as c1, ref_0.cr_call_center_sk as c2 from main.catalog_returns as ref_0 where ref_0.cr_return_tax is not NULL limit 116",116,116,116,116,0,0,0.148701623,4.307850612,482087846,39423057217,0,0
20245,"select ref_0.ss_list_price as c0, ref_0.ss_net_paid as c1, 85 as c2 from main.store_sales as ref_0 where ref_0.ss_cdemo_sk is not NULL limit 159",159,159,159,159,0,0,15.303824318,15.311986736,617148373,806504741,0,0
20326,select ref_0.cp_catalog_number as c0 from main.catalog_page as ref_0 where (select wr_returning_customer_sk from main.web_returns limit 1 offset 94) is not NULL limit 105,105,105,105,105,0,0,0.179795183,1.183980436,305090929,1235176969,0,0
20445,"select (select cs_net_paid_inc_tax from main.catalog_sales limit 1 offset 4) as c0, ref_0.inv_quantity_on_hand as c1, ref_0.inv_quantity_on_hand as c2 from main.inventory as ref_0 where 29 is not NULL limit 106",106,106,106,106,0,0,0.139627852,30.980470501,410471555,23429424443,0,0
20524,"select ref_0.cc_suite_number as c0, ref_0.cc_mkt_desc as c1, ref_0.cc_call_center_sk as c2, ref_0.cc_division_name as c3 from main.call_center as ref_0 where case when ref_0.cc_zip is NULL then 8 else 8 end is not NULL",30,30,30,No Estimate,0,31,0.049043748,0.059643573,10366266,14211566,0,0
20560,"select (select cd_marital_status from main.customer_demographics limit 1 offset 1) as c0, ref_0.ws_coupon_amt as c1, cast(coalesce(ref_0.ws_ext_sales_price, ref_0.ws_wholesale_cost) as INTEGER) as c2 from main.web_sales as ref_0 where ref_0.ws_net_paid_inc_ship is not NULL limit 101",101,101,101,101,0,0,0.124106144,0.491489759,374594370,691802281,0,0
20860,"select ref_1.d_weekend as c0, subq_0.c16 as c1, subq_0.c17 as c2 from (select ref_0.ss_customer_sk as c0, 74 as c1, (select ss_sold_date_sk from main.store_sales limit 1 offset 4) as c2, ref_0.ss_list_price as c3, ref_0.ss_coupon_amt as c4, ref_0.ss_hdemo_sk as c5, ref_0.ss_wholesale_cost as c6, 61 as c7, ref_0.ss_ticket_number as c8, ref_0.ss_sales_price as c9, ref_0.ss_item_sk as c10, ref_0.ss_sold_date_sk as c11, (select cd_credit_rating from main.customer_demographics limit 1 offset 2) as c12, ref_0.ss_cdemo_sk as c13, ref_0.ss_net_profit as c14, ref_0.ss_ext_sales_price as c15, ref_0.ss_customer_sk as c16, ref_0.ss_net_paid_inc_tax as c17 from main.store_sales as ref_0 where ref_0.ss_ext_list_price is NULL limit 65) as subq_0 right join main.date_dim as ref_1 on (2 is not NULL) where subq_0.c16 is NULL limit 145",145,145,145,145,0,0,3.359689532,64.080856605,957822356,45874560269,0,0
20875,"select ref_0.c_current_addr_sk as c0, ref_0.c_salutation as c1, ref_0.c_current_cdemo_sk as c2, ref_0.c_last_name as c3 from main.customer as ref_0 where ref_0.c_first_name is NULL limit 72",72,72,72,72,0,0,0.079663693,0.091481511,30999718,39210520,0,0
21017,"select ref_0.ca_address_id as c0, ref_0.ca_address_id as c1 from main.customer_address as ref_0 where ref_0.ca_country is not NULL limit 167",167,167,167,167,0,0,0.059628044,0.066378103,11710784,16471935,0,0
21121,"select ref_0.inv_warehouse_sk as c0, ref_0.inv_date_sk as c1, ref_0.inv_warehouse_sk as c2, ref_0.inv_warehouse_sk as c3, ref_0.inv_date_sk as c4, ref_0.inv_date_sk as c5, ref_0.inv_date_sk as c6, ref_0.inv_item_sk as c7, (select d_holiday from main.date_dim limit 1 offset 4) as c8, ref_0.inv_item_sk as c9 from main.inventory as ref_0 where ref_0.inv_item_sk is not NULL limit 141",141,141,141,141,0,0,0.146305424,15.239472811,594076208,669128582,0,0
21328,"select ref_0.sr_store_sk as c0, ref_0.sr_return_time_sk as c1 from main.store_returns as ref_0 where ref_0.sr_net_loss is not NULL limit 99",99,99,99,99,0,0,15.14211444,18.798681641,435279018,462177354,0,0
21412,"select cast(nullif(cast(nullif(ref_0.sr_return_ship_cost, ref_0.sr_customer_sk) as INTEGER), ref_0.sr_addr_sk) as INTEGER) as c0, ref_0.sr_return_quantity as c1, case when ref_0.sr_return_time_sk is not NULL then ref_0.sr_return_quantity else ref_0.sr_return_quantity end as c2, case when (ref_0.sr_fee is NULL) or (ref_0.sr_return_ship_cost is not NULL) then ref_0.sr_item_sk else ref_0.sr_item_sk end as c3, 44 as c4, case when (ref_0.sr_hdemo_sk is not NULL) or (ref_0.sr_refunded_cash is not NULL) then ref_0.sr_customer_sk else ref_0.sr_customer_sk end as c5, ref_0.sr_addr_sk as c6, ref_0.sr_cdemo_sk as c7 from main.store_returns as ref_0 where ref_0.sr_hdemo_sk is NULL limit 117",117,117,117,117,0,0,0.126946805,0.147090178,471546546,560005729,0,0
21422,"select ref_0.cs_sold_date_sk as c0, ref_0.cs_ext_sales_price as c1, ref_0.cs_net_paid_inc_ship as c2 from main.catalog_sales as ref_0 where (ref_0.cs_ext_sales_price is not NULL) or (ref_0.cs_quantity is not NULL) limit 146",146,146,146,146,0,0,0.208241883,15.207086205,609886241,669005198,0,0
21443,"select ref_0.c_birth_country as c0, ref_0.c_salutation as c1, ref_0.c_birth_country as c2, ref_0.c_first_shipto_date_sk as c3, ref_0.c_last_review_date as c4, ref_0.c_first_sales_date_sk as c5, ref_0.c_last_name as c6, ref_0.c_last_review_date as c7, ref_0.c_current_cdemo_sk as c8, ref_0.c_current_addr_sk as c9, ref_0.c_current_hdemo_sk as c10 from main.customer as ref_0 where (select cr_item_sk from main.catalog_returns limit 1 offset 2) is not NULL limit 68",68,68,68,68,0,0,15.187263127,0.281672525,363026205,2072110824,0,0
21630,"select ref_0.d_current_week as c0, ref_0.d_moy as c1, ref_0.d_following_holiday as c2, ref_0.d_fy_year as c3, ref_0.d_same_day_lq as c4 from main.date_dim as ref_0 where (ref_0.d_quarter_seq is not NULL) or (ref_0.d_current_day is NULL)",73049,73049,73049,No Estimate,0,73050,0.072195409,0.105935481,28083751,57169890,0,0
21682,"select ref_0.sr_refunded_cash as c0, ref_0.sr_hdemo_sk as c1, 82 as c2 from main.store_returns as ref_0 where ref_0.sr_store_sk is not NULL limit 121",121,121,121,121,0,0,15.142362436,15.14418999,444874161,482109887,0,0
21713,"select (select c_customer_sk from main.customer limit 1 offset 3) as c0, ref_0.c_first_shipto_date_sk as c1 from main.customer as ref_0 where ref_0.c_current_addr_sk is not NULL",2000000,2000000,2000000,No Estimate,0,2000001,0.089426587,0.354102459,43560239,251066105,0,0
21871,"select case when ref_0.d_day_name is not NULL then ref_0.d_same_day_lq else ref_0.d_same_day_lq end as c0, ref_0.d_current_year as c1, cast(nullif(cast(coalesce(ref_0.d_fy_year, ref_0.d_fy_quarter_seq) as INTEGER), ref_0.d_year) as INTEGER) as c2, ref_0.d_date_sk as c3, ref_0.d_same_day_lq as c4, ref_0.d_dow as c5, ref_0.d_fy_year as c6, ref_0.d_current_week as c7, ref_0.d_holiday as c8, ref_0.d_day_name as c9, ref_0.d_quarter_seq as c10, ref_0.d_year as c11, ref_0.d_qoy as c12, ref_0.d_qoy as c13, ref_0.d_week_seq as c14 from main.date_dim as ref_0 where ref_0.d_week_seq is not NULL",73049,73049,73049,No Estimate,0,73050,0.059734837,0.169682081,9365227,95504547,0,0
21916,"select ref_0.ws_ship_date_sk as c0, ref_0.ws_ext_sales_price as c1, ref_0.ws_ship_addr_sk as c2, ref_0.ws_ext_ship_cost as c3, ref_0.ws_ext_ship_cost as c4, ref_0.ws_ext_tax as c5 from main.web_sales as ref_0 where ref_0.ws_list_price is not NULL limit 98",98,98,98,98,0,0,0.153886596,15.252432174,371086861,404951389,0,0
22001,"select subq_0.c0 as c0, subq_0.c0 as c1 from (select ref_0.cr_return_amount as c0, ref_0.cr_catalog_page_sk as c1, ref_0.cr_return_amount as c2 from main.catalog_returns as ref_0 where ref_0.cr_reason_sk is NULL limit 85) as subq_0 where (select wr_return_ship_cost from main.web_returns limit 1 offset 4) is not NULL limit 95",85,85,85,95,0,10,3.23143222,1.363070829,795293838,1803089634,0,0
22063,"select ref_0.cp_catalog_page_sk as c0, ref_0.cp_end_date_sk as c1, ref_0.cp_type as c2, ref_0.cp_type as c3, ref_0.cp_start_date_sk as c4, ref_0.cp_catalog_page_number as c5, cast(nullif(ref_0.cp_start_date_sk, ref_0.cp_catalog_page_sk) as INTEGER) as c6 from main.catalog_page as ref_0 where (17 is NULL) or (ref_0.cp_catalog_number is not NULL) limit 53",53,53,53,53,0,0,0.061152106,0.073318922,11138991,17223688,0,0
22188,"select 58 as c0, ref_0.wr_refunded_hdemo_sk as c1, ref_0.wr_returning_hdemo_sk as c2, ref_0.wr_returned_time_sk as c3, ref_0.wr_refunded_customer_sk as c4 from main.web_returns as ref_0 where ref_0.wr_reversed_charge is NULL limit 137",137,137,137,137,0,0,0.125998443,15.122328482,499384840,491241116,0,0
22314,"select ref_0.ws_ext_sales_price as c0, ref_0.ws_web_site_sk as c1, ref_0.ws_ext_list_price as c2, ref_0.ws_ship_addr_sk as c3, ref_0.ws_bill_hdemo_sk as c4, ref_0.ws_ship_addr_sk as c5, ref_0.ws_net_paid_inc_ship_tax as c6, ref_0.ws_wholesale_cost as c7, ref_0.ws_ext_tax as c8, ref_0.ws_ext_sales_price as c9, ref_0.ws_item_sk as c10, ref_0.ws_net_paid_inc_tax as c11, ref_0.ws_ext_tax as c12, ref_0.ws_ship_mode_sk as c13, ref_0.ws_ext_list_price as c14, ref_0.ws_warehouse_sk as c15, ref_0.ws_ext_discount_amt as c16, ref_0.ws_net_paid_inc_tax as c17, ref_0.ws_ship_date_sk as c18, 91 as c19, case when (ref_0.ws_coupon_amt is not NULL) or (ref_0.ws_sales_price is not NULL) then ref_0.ws_sold_time_sk else ref_0.ws_sold_time_sk end as c20 from main.web_sales as ref_0 where ref_0.ws_ext_discount_amt is not NULL limit 103",103,103,103,103,0,0,15.126743057,15.149526649,365348786,514911706,0,0
22439,select ref_1.cs_sold_time_sk as c0 from main.customer_demographics as ref_0 inner join main.catalog_sales as ref_1 on (ref_0.cd_demo_sk = ref_1.cs_sold_time_sk ) where ref_1.cs_bill_hdemo_sk is NULL limit 76,76,76,76,76,0,0,30.989922633,3.563718903,11747815772,26892341086,6715488,23774775424
22448,select ref_0.cs_net_profit as c0 from main.catalog_sales as ref_0 where (select sr_return_amt_inc_tax from main.store_returns limit 1 offset 1) is not NULL,205963143,205963143,205963143,No Estimate,0,205963144,0.324216855,45.953350344,1449591795,12744403076,0,0
22490,"select (select c_birth_month from main.customer limit 1 offset 4) as c0, ref_0.cr_returning_hdemo_sk as c1, ref_0.cr_refunded_customer_sk as c2, ref_0.cr_refunded_addr_sk as c3, ref_0.cr_refunded_hdemo_sk as c4, ref_0.cr_refunded_customer_sk as c5, ref_0.cr_refunded_customer_sk as c6, ref_0.cr_store_credit as c7, ref_0.cr_return_quantity as c8, ref_0.cr_returning_cdemo_sk as c9, ref_0.cr_returning_customer_sk as c10 from main.catalog_returns as ref_0 where ref_0.cr_returning_customer_sk is not NULL limit 100",100,100,100,100,0,0,0.176662077,15.403272362,457506106,714582189,0,0
22629,"select subq_0.c0 as c0, subq_0.c0 as c1, subq_0.c0 as c2, subq_0.c0 as c3, (select sr_store_sk from main.store_returns limit 1 offset 4) as c4, subq_0.c0 as c5, subq_0.c0 as c6, cast(coalesce(subq_0.c0, subq_0.c0) as INTEGER) as c7 from (select ref_0.inv_item_sk as c0 from main.inventory as ref_0 where ref_0.inv_item_sk is not NULL) as subq_0 where subq_0.c0 is not NULL limit 179",179,179,179,179,0,0,0.195419861,30.352977868,616196526,4154636807,0,0
